Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
146,Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,0.45,0.45,0.36,0,0,0.05,0.05,0,0,0,0,0,0,0,0,Matches
147,Taiwo Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,2.22,2.24,1.85,0,0.37,0,0,0,0,0,0,0,0,0,0,Matches
148,Florian Ayé,fr FRA,"FW,MF",Brescia,it Serie A,22,1997,15.3,1.96,1.96,1.05,0.07,0.26,0.39,0.2,0.07,0.07,0,0,0,0,0.07,0,Matches
149,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,27,1991,35,1.89,1.89,1.23,0,0.31,0.03,0.31,0.2,0.2,0.09,0,0.09,0,0.03,0,Matches
150,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,0.92,0.92,0.89,0,0,0.03,0,0.1,0.1,0.1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
151,Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,0.99,0.99,0.73,0.07,0,0.13,0.07,0.07,0.07,0.07,0,0,0,0,0,Matches
152,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,2.2,2.2,1.98,0.06,0.03,0.06,0.08,0.19,0.2,0.17,0.03,0,0,0,0,Matches
153,Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,2.17,2.18,1.85,0.11,0.11,0,0.11,0.11,0.11,0.11,0,0,0,0,0,Matches
154,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,0.77,0.78,0.74,0,0,0,0.03,0.03,0.03,0.03,0,0,0,0,0,Matches
155,Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,2.85,2.85,1.71,0,0.38,0.32,0.44,0.32,0.32,0,0,0.06,0.06,0.19,0,Matches
156,Carlos Bacca,co COL,"FW,MF",Villarreal,es La Liga,32,1986,7.6,1.58,1.57,0.92,0,0.39,0,0.26,0.26,0.26,0.13,0,0,0,0.13,0,Matches
157,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,2.44,2.44,2.05,0.11,0.11,0,0.17,0.06,0.06,0.06,0,0,0,0,0,Matches
158,Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
159,Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
160,Alejandro Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
161,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,1.98,1.98,1.58,0,0,0.3,0.1,0.3,0.3,0.2,0,0,0.1,0,0,Matches
162,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,1.48,1.48,1.25,0,0.05,0.05,0.14,0.19,0.19,0.14,0,0,0,0.05,0,Matches
163,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,21,1997,12.1,3.39,3.39,1.82,0.83,0.25,0.33,0.17,0.66,0.66,0.33,0.17,0,0.08,0.08,0,Matches
164,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,0.59,0.6,0.59,0,0,0,0,0,0,0,0,0,0,0,0,Matches
165,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,0.28,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,Matches
166,Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,2.67,2.67,1.78,0.67,0,0,0.22,0,0,0,0,0,0,0,0,Matches
167,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
168,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,1.47,1.47,0.94,0,0.16,0.1,0.26,0.16,0.16,0.1,0,0.05,0,0,0,Matches
169,Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,2.46,2.48,1.15,0.33,0.33,0.16,0.49,0.16,0.17,0.16,0,0,0,0,0,Matches
170,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
171,Ridle Baku,de GER,"DF,MF",Mainz 05,de Bundesliga,21,1998,26.1,2.49,2.49,1.95,0.11,0.11,0.08,0.23,0.38,0.38,0.34,0.04,0,0,0,0,Matches
172,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,0.31,0.31,0.23,0,0,0.08,0,0,0,0,0,0,0,0,0,Matches
173,Keita Baldé,sn SEN,"FW,MF",Monaco,fr Ligue 1,24,1995,9.5,2.32,2.31,1.58,0,0.21,0.21,0.32,0.53,0.52,0.32,0,0,0.11,0.11,0,Matches
174,George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38,1.71,1.71,1.37,0.11,0.16,0,0.08,0.16,0.16,0.11,0,0.03,0,0.03,0,Matches
175,Gareth Bale,wal WAL,"FW,MF",Real Madrid,es La Liga,30,1989,12.1,2.73,2.73,1.74,0.17,0.41,0.25,0.17,0.58,0.58,0.5,0,0,0.08,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
176,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,Matches
177,Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,de Bundesliga,20,1999,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
178,Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
179,Fodé Ballo-Touré,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,1.39,1.39,0.91,0.16,0.16,0.05,0.11,0,0,0,0,0,0,0,0,Matches
180,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,2,2.02,1.11,0.44,0,0.44,0,0,0,0,0,0,0,0,0,Matches
181,Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,2.12,2.12,1.09,0,0.13,0.51,0.38,0.06,0.06,0.06,0,0,0,0,0,Matches
182,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,0.48,0.49,0.48,0,0,0,0,0,0,0,0,0,0,0,0,Matches
183,Jonathan Bamba,fr FRA,"FW,MF",Lille,fr Ligue 1,23,1996,21.5,3.53,3.53,2.09,0.56,0.37,0.33,0.19,0.33,0.33,0.23,0,0,0.05,0.05,0,Matches
184,Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,4.18,4.18,2.44,1.35,0.11,0.07,0.22,0.44,0.44,0.25,0.11,0.04,0,0.04,0,Matches
185,Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,0.33,0.33,0.33,0,0,0,0,0.04,0.04,0.04,0,0,0,0,0,Matches
186,Antonín Barák,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,2.73,2.78,2.27,0.45,0,0,0,0,0,0,0,0,0,0,0,Matches
187,Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,15.2,2.7,2.7,2.5,0,0.07,0.07,0.07,0.33,0.33,0.26,0,0.07,0,0,0,Matches
188,Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5,0.6,0.6,0.4,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,Matches
189,Danilo Barbosa,br BRA,"DF,MF",Nice,fr Ligue 1,23,1996,12.5,1.36,1.36,1.28,0,0,0,0.08,0.08,0.08,0.08,0,0,0,0,0,Matches
190,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
191,Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,2.81,2.81,1.7,0.47,0.3,0.21,0.13,0.38,0.38,0.17,0,0.09,0.09,0.04,0,Matches
192,Phil Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21,0.76,0.76,0.52,0.14,0,0.1,0,0,0,0,0,0,0,0,0,Matches
193,Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,22.4,2.46,2.46,2.1,0,0.13,0.09,0.13,0.22,0.22,0.18,0,0,0,0.04,0,Matches
194,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,6.5,0.77,0.77,0.77,0,0,0,0,0.15,0.15,0.15,0,0,0,0,0,Matches
195,Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,18.8,1.17,1.17,0.85,0.16,0,0,0.11,0.21,0.21,0.16,0,0,0,0,0.05,Matches
196,Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,22,1997,3.5,2.86,2.88,2.29,0,0.29,0.29,0,0.57,0.58,0.57,0,0,0,0,0,Matches
197,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,12.3,3.74,3.75,2.52,0.08,0.49,0.41,0.24,0.41,0.41,0.33,0,0,0.08,0,0,Matches
198,Aymen Barkok,de GER,"FW,MF",Düsseldorf,de Bundesliga,21,1998,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
199,Ashley Barnes,at AUT,FW,Burnley,eng Premier League,29,1989,15,1.27,1.26,0.8,0,0.07,0.07,0.33,0.07,0.07,0,0,0,0,0.07,0,Matches
200,Harvey Barnes,eng ENG,"MF,FW",Leicester City,eng Premier League,21,1997,23.1,3.33,3.33,2.55,0,0.35,0.22,0.22,0.65,0.65,0.52,0,0.09,0.04,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
201,Antonio Barragán,es ESP,DF,Betis,es La Liga,32,1987,7.1,2.68,2.67,2.25,0.14,0.28,0,0,0.42,0.42,0.28,0,0.14,0,0,0,Matches
202,Antonio Barreca,it ITA,"DF,MF",Genoa,it Serie A,24,1995,12.2,1.15,1.15,0.82,0.25,0,0.08,0,0.08,0.08,0.08,0,0,0,0,0,Matches
203,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,10.4,1.35,1.34,1.15,0.1,0,0,0.1,0.29,0.29,0.29,0,0,0,0,0,Matches
204,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,17,2001,4.9,3.88,3.87,3.47,0,0.41,0,0,0,0,0,0,0,0,0,0,Matches
205,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Matches
206,Musa Barrow,gm GAM,FW,Bologna,it Serie A,20,1998,15,5.4,5.38,3.2,0.6,1.07,0.4,0.13,0.4,0.4,0.27,0,0.07,0.07,0,0,Matches
207,Musa Barrow,gm GAM,"FW,MF",Atalanta,it Serie A,20,1998,2.1,5.71,5.68,3.33,0,0.95,0.95,0.48,0.95,0.95,0.95,0,0,0,0,0,Matches
208,Fin Bartels,de GER,"FW,MF",Werder Bremen,de Bundesliga,32,1987,3.8,2.89,2.91,2.63,0,0,0.26,0,0,0,0,0,0,0,0,0,Matches
209,Marc Bartra,es ESP,"DF,MF",Betis,es La Liga,28,1991,28,0.43,0.43,0.36,0,0,0.07,0,0.04,0.04,0,0,0,0.04,0,0,Matches
210,Daniele Baselli,it ITA,MF,Torino,it Serie A,27,1992,14.2,1.97,1.97,1.27,0.7,0,0,0,0.14,0.14,0.07,0.07,0,0,0,0,Matches
211,Chris Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,36,0.69,0.69,0.61,0,0.06,0,0.03,0.06,0.06,0.06,0,0,0,0,0,Matches
212,Toma Baši?,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,11,3,3,1.73,1.09,0.18,0,0,0.36,0.36,0.09,0.27,0,0,0,0,Matches
213,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,4.6,0.22,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,Matches
214,Gil Bastião Dias,pt POR,"DF,MF",Granada,es La Liga,22,1996,4,3,3.03,2.25,0.25,0.25,0.25,0,0.5,0.51,0.5,0,0,0,0,0,Matches
215,Gil Bastião Dias,pt POR,"DF,MF",Monaco,fr Ligue 1,22,1996,11.7,2.56,2.55,1.54,0.17,0.26,0.43,0.17,0.17,0.17,0,0,0,0.09,0.09,0,Matches
216,Borja Bastón,es ESP,"MF,FW",Aston Villa,eng Premier League,26,1992,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
217,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,20,1999,21.3,1.41,1.41,1.27,0.05,0.05,0.05,0,0.09,0.09,0.09,0,0,0,0,0,Matches
218,Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,8.5,0.82,0.82,0.35,0,0.35,0,0.12,0,0,0,0,0,0,0,0,Matches
219,Oliver Batista-Meier,de GER,FW,Bayern Munich,de Bundesliga,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
220,Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,1993,2.7,2.59,2.64,1.85,0,0.37,0.37,0,1.11,1.13,0.74,0,0,0.37,0,0,Matches
221,Cristian Battocchio,it ITA,MF,Brest,fr Ligue 1,27,1992,15.5,1.94,1.94,1.1,0.71,0,0.06,0.06,0.19,0.19,0.06,0.06,0,0,0.06,0,Matches
222,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
223,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,31,1988,19.9,1.61,1.61,1.41,0,0,0.15,0.05,0.2,0.2,0.2,0,0,0,0,0,Matches
224,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,19,1999,16.6,3.01,3.01,1.87,0.12,0.3,0.42,0.3,0.24,0.24,0.06,0.06,0,0.12,0,0,Matches
225,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,22,1996,4.2,1.67,1.65,0.95,0,0.48,0,0.24,0.24,0.24,0,0,0.24,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
226,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,de Bundesliga,25,1994,23.4,2.44,2.44,1.71,0.04,0.3,0.13,0.26,0.3,0.3,0.09,0.04,0.04,0.09,0.04,0,Matches
227,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,23,1996,24.6,0.24,0.24,0.2,0,0,0.04,0,0.04,0.04,0,0,0,0.04,0,0,Matches
228,Sheraldo Becker,nl NED,"MF,FW",Union Berlin,de Bundesliga,24,1995,6,2.5,2.5,1.83,0,0.5,0,0.17,0.5,0.5,0.5,0,0,0,0,0,Matches
229,Timo Becker,de GER,"DF,MF",Schalke 04,de Bundesliga,22,1997,3.7,2.16,2.14,1.89,0,0.27,0,0,0,0,0,0,0,0,0,0,Matches
230,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,23,1996,34,0.38,0.38,0.32,0,0,0.03,0.03,0.03,0.03,0,0,0,0.03,0,0,Matches
231,Asmir Begovi?,ba BIH,GK,Milan,it Serie A,32,1987,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
232,Valon Behrami,ch SUI,MF,Genoa,it Serie A,34,1985,12.3,0.81,0.81,0.57,0,0,0,0.24,0,0,0,0,0,0,0,0,Matches
233,Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,16,2002,1.2,0.83,0.83,0.83,0,0,0,0,0,0,0,0,0,0,0,0,Matches
234,Gaëtan Belaud,fr FRA,DF,Brest,fr Ligue 1,32,1986,6.4,0.63,0.62,0.63,0,0,0,0,0,0,0,0,0,0,0,0,Matches
235,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,27,1992,3,3.67,3.68,2.67,0,0.67,0.33,0,0,0,0,0,0,0,0,0,Matches
236,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,25,1994,20.2,0.99,0.99,0.89,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,Matches
237,Raoul Bellanova,it ITA,DF,Bordeaux,fr Ligue 1,19,2000,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
238,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,19,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
239,Karim Bellarabi,de GER,"FW,DF",Leverkusen,de Bundesliga,29,1990,15.8,3.04,3.03,2.15,0.13,0.32,0.32,0.13,0.51,0.51,0.38,0,0.06,0,0.06,0,Matches
240,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,21,1998,16.6,2.83,2.83,2.29,0.18,0.06,0,0.3,0.3,0.3,0.24,0,0,0,0.06,0,Matches
241,Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,24,1995,12.9,1.09,1.09,0.85,0,0.16,0.08,0,0,0,0,0,0,0,0,0,Matches
242,Andrea Belotti,it ITA,FW,Torino,it Serie A,25,1993,33.4,2.84,2.84,1.86,0,0.27,0.24,0.48,0.33,0.33,0.18,0,0.03,0.09,0.03,0,Matches
243,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,20,1999,20.3,1.43,1.43,1.13,0.2,0,0.1,0,0,0,0,0,0,0,0,0,Matches
244,Sami Ben Amar,ma MAR,FW,Nîmes,fr Ligue 1,21,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
245,Hatem Ben Arfa,fr FRA,"MF,FW",Valladolid,es La Liga,32,1987,1.8,1.67,1.7,1.11,0,0.56,0,0,0,0,0,0,0,0,0,0,Matches
246,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,28,1990,24,3.67,3.66,2.83,0,0.42,0.25,0.17,0.54,0.54,0.25,0,0.13,0.08,0.08,0,Matches
247,Marco Benassi,it ITA,MF,Fiorentina,it Serie A,24,1994,10.9,2.48,2.48,2.29,0,0,0.09,0.09,0.18,0.18,0.09,0,0,0.09,0,0,Matches
248,Cristian Benavente,pe PER,"MF,FW",Nantes,fr Ligue 1,25,1994,3.9,2.31,2.32,2.05,0,0,0,0.26,0.26,0.26,0.26,0,0,0,0,0,Matches
249,Lars Bender,de GER,"DF,MF",Leverkusen,de Bundesliga,30,1989,15.3,1.83,1.84,1.44,0.33,0,0.07,0,0.13,0.13,0.13,0,0,0,0,0,Matches
250,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,30,1989,30.3,0.43,0.43,0.36,0,0,0.03,0.03,0.07,0.07,0.07,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
251,Darío Benedetto,ar ARG,FW,Marseille,fr Ligue 1,33,1986,23.3,1.63,1.63,1.2,0,0.09,0.17,0.17,0.26,0.26,0.04,0,0.04,0.09,0.09,0,Matches
252,László Bénes,sk SVK,MF,M'gladbach,de Bundesliga,21,1997,10,4.9,4.91,2.7,1.7,0.1,0.1,0.3,0.6,0.6,0.2,0.4,0,0,0,0,Matches
253,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,26,1993,26,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,Matches
254,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,27,1992,21.1,1.14,1.14,0.95,0.09,0,0.05,0.05,0.09,0.09,0.09,0,0,0,0,0,Matches
255,Bilal Benkhedim,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,2001,1.5,2.67,2.73,2.67,0,0,0,0,0,0,0,0,0,0,0,0,Matches
256,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,21,1997,27.6,2.36,2.35,1.88,0.33,0.04,0,0.11,0.14,0.14,0.11,0,0,0,0.04,0,Matches
257,Ryan Bennett,eng ENG,DF,Wolves,eng Premier League,29,1990,6.7,0.75,0.74,0.6,0.15,0,0,0,0.15,0.15,0,0.15,0,0,0,0,Matches
258,Ryan Bennett,eng ENG,DF,Leicester City,eng Premier League,29,1990,3.7,0.54,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0,Matches
259,Keanen Bennetts,eng ENG,MF,M'gladbach,de Bundesliga,20,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
260,Yassine Benrahou,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,20,1999,1.9,5.26,5.36,3.16,1.05,0,1.05,0,0.53,0.54,0,0.53,0,0,0,0,Matches
261,Yassine Benrahou,fr FRA,"MF,FW",Nîmes,fr Ligue 1,20,1999,8.5,4,4.02,1.65,1.41,0.12,0.35,0.47,0.59,0.59,0.12,0.24,0,0.12,0.12,0,Matches
262,Ramy Bensebaini,dz ALG,DF,M'gladbach,de Bundesliga,24,1995,16.1,1.37,1.37,1.06,0,0.06,0.12,0.12,0.31,0.31,0.25,0,0,0.06,0,0,Matches
263,Nabil Bentaleb,dz ALG,MF,Newcastle Utd,eng Premier League,24,1994,8.3,1.2,1.2,1.08,0.12,0,0,0,0,0,0,0,0,0,0,0,Matches
264,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,22,1997,24.4,3.07,3.07,2.17,0.7,0.08,0,0.12,0.41,0.41,0.2,0.12,0.04,0,0.04,0,Matches
265,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,28,1990,14,2.57,2.57,1.71,0,0.36,0.29,0.21,0.43,0.43,0.36,0,0.07,0,0,0,Matches
266,Romario Benzar,ro ROU,DF,Lecce,it Serie A,27,1992,1.1,2.73,2.78,2.73,0,0,0,0,0,0,0,0,0,0,0,0,Matches
267,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,31,1987,34.9,3.38,3.38,2.98,0,0.32,0.06,0.03,0.49,0.49,0.43,0,0.06,0,0,0,Matches
268,Yassine Benzia,dz ALG,MF,Dijon,fr Ligue 1,24,1994,1.9,2.63,2.6,2.11,0,0.53,0,0,0,0,0,0,0,0,0,0,Matches
269,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,24,1994,27.7,4.15,4.15,2.67,0.43,0.25,0.4,0.4,0.51,0.51,0.32,0,0.04,0.07,0.07,0,Matches
270,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,29,1990,31.7,1.74,1.74,1.39,0.09,0.09,0.13,0.03,0.09,0.09,0.06,0,0,0.03,0,0,Matches
271,Álex Berenguer,es ESP,"MF,FW",Torino,it Serie A,24,1995,20.3,3.74,3.75,2.02,0.54,0.74,0.25,0.2,0.44,0.44,0.2,0.05,0.2,0,0,0,Matches
272,Bartosz Bereszy?ski,pl POL,DF,Sampdoria,it Serie A,27,1992,26.7,1.09,1.09,0.9,0.11,0,0,0.07,0.07,0.07,0.07,0,0,0,0,0,Matches
273,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,28,1990,6.9,3.19,3.19,2.46,0.29,0.14,0.14,0.14,0.29,0.29,0.29,0,0,0,0,0,Matches
274,Markel Bergara,es ESP,MF,Getafe,es La Liga,33,1986,0.8,1.25,1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,Matches
275,Sander Berge,no NOR,MF,Sheffield Utd,eng Premier League,21,1998,10.5,0.67,0.67,0.57,0,0.1,0,0,0.19,0.19,0.1,0,0.1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
276,Steven Bergwijn,nl NED,"FW,MF",Tottenham,eng Premier League,21,1997,7.8,3.33,3.32,2.82,0,0.26,0,0.26,0.13,0.13,0.13,0,0,0,0,0,Matches
277,Robert Beri?,si SVN,"FW,MF",Saint-Étienne,fr Ligue 1,28,1991,4.6,0.65,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,Matches
278,Etrit Berisha,al ALB,GK,SPAL,it Serie A,30,1989,26,0.15,0.15,0.12,0.04,0,0,0,0,0,0,0,0,0,0,0,Matches
279,Valon Berisha,xk KVX,"MF,FW",Lazio,it Serie A,26,1993,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
280,Valon Berisha,xk KVX,"MF,FW",Düsseldorf,de Bundesliga,26,1993,10.5,1.81,1.82,1.14,0.38,0,0,0.29,0.1,0.1,0.1,0,0,0,0,0,Matches
281,Sergio Bermejo,es ESP,FW,Celta Vigo,es La Liga,21,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
282,Bernard,br BRA,"MF,FW",Everton,eng Premier League,26,1992,14.2,3.31,3.3,2.75,0,0.35,0.14,0.07,0.35,0.35,0.21,0,0.14,0,0,0,Matches
283,Federico Bernardeschi,it ITA,"MF,FW",Juventus,it Serie A,25,1994,17.5,3.54,3.55,2.4,0.46,0.17,0.23,0.29,0.06,0.06,0.06,0,0,0,0,0,Matches
284,Bernardo,br BRA,DF,Brighton,eng Premier League,24,1995,7.5,1.33,1.33,1.2,0.13,0,0,0,0,0,0,0,0,0,0,0,Matches
285,Paul Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,22,1997,24.5,0.16,0.16,0.08,0.08,0,0,0,0.04,0.04,0,0.04,0,0,0,0,Matches
286,Juan Bernat,es ESP,"DF,MF",Paris S-G,fr Ligue 1,26,1993,15.4,1.62,1.62,1.43,0,0,0.06,0.13,0.39,0.39,0.26,0,0,0.06,0.06,0,Matches
287,Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,21,1998,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
288,Andrea Bertolacci,it ITA,MF,Sampdoria,it Serie A,28,1991,5.9,2.03,2.02,1.53,0,0.17,0,0.34,0,0,0,0,0,0,0,0,Matches
289,Ryan Bertrand,eng ENG,DF,Southampton,eng Premier League,29,1989,30.5,2.03,2.04,1.48,0.46,0,0,0.1,0.03,0.03,0,0.03,0,0,0,0,Matches
290,Muhamed Beši?,ba BIH,MF,Sheffield Utd,eng Premier League,26,1992,2.8,1.07,1.08,1.07,0,0,0,0,0,0,0,0,0,0,0,0,Matches
291,Louis Beyer,de GER,DF,M'gladbach,de Bundesliga,19,2000,1.2,0.83,0.82,0,0,0,0,0.83,0,0,0,0,0,0,0,0,Matches
292,Ermin Bi?ak?i?,ba BIH,DF,Hoffenheim,de Bundesliga,29,1990,13.1,0.53,0.54,0.53,0,0,0,0,0,0,0,0,0,0,0,0,Matches
