Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
674,Fousseni Diabaté,ml MLI,"FW,MF",Amiens,fr Ligue 1,23,1995,13.2,0.08,0.53,0.15,28.6,0.53,0.15,0.14,0.5,0,0,0,0.06,0.06,0.12,0.02,0.02,0.13,0.2,0.2
675,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,20,1999,19.7,0.25,2.08,1.17,56.1,2.08,1.17,0.12,0.22,0,0,0,0.24,0.24,0.12,0.01,0.01,0.24,0.48,0.48
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
676,Mouctar Diakhaby,fr FRA,DF,Valencia,es La Liga,22,1996,16,0,0.06,0.06,100,0.06,0.06,0,0,0,0,0,0,0,0.05,0,0,0,0.01,0.01
677,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,0.13,0.72,0.33,45.5,0.72,0.33,0.18,0.4,0,0,0,0.11,0.11,0.16,0.02,0.02,0,0.11,0.11
678,Abdou Diallo,fr FRA,DF,Paris S-G,fr Ligue 1,23,1996,13.3,0,0.38,0.15,40,0.37,0.15,0,0,0,0,0,0.07,0.07,0.19,-0.07,-0.07,0.01,0.07,0.07
679,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,24.4,0.49,2.95,1.07,36.1,2.95,1.07,0.15,0.42,0.04,0.04,0.12,0.43,0.34,0.11,0.06,0.11,0.1,0.53,0.44
680,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,17.3,0,0.29,0.12,40,0.29,0.12,0,0,0,0,0,0.01,0.01,0.02,-0.01,-0.01,0.04,0.05,0.05
681,Moussa Diarra,fr FRA,DF,Toulouse,fr Ligue 1,18,2000,1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
682,Raphael Dias Belloli,br BRA,"MF,FW",Rennes,fr Ligue 1,23,1996,18.8,0.27,2.29,0.8,34.9,2.29,0.8,0.09,0.27,0.43,0.05,0.05,0.35,0.27,0.12,-0.08,-0.05,0.29,0.64,0.56
683,Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
684,Amadou Diawara,gn GUI,MF,Roma,it Serie A,22,1997,16.9,0.06,0.53,0.18,33.3,0.53,0.18,0,0,0,0.06,0.06,0.06,0.02,0.03,0,-0.02,0.03,0.09,0.04
685,Brahim Díaz,es ESP,"FW,MF",Real Madrid,es La Liga,19,1999,0.7,0,4.29,2.86,66.7,4.15,2.77,0,0,0,0,0,0.57,0.57,0.15,-0.57,-0.57,0,0.61,0.61
686,Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,32,0.03,0.5,0.03,6.3,0.5,0.03,0.06,1,0,0,0,0.02,0.02,0.05,0.01,0.01,0.09,0.11,0.11
687,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,0.1,0.24,0.19,80,0.24,0.19,0.4,0.5,0,0,0,0.04,0.04,0.17,0.06,0.06,0.01,0.05,0.05
688,Eric Dier,eng ENG,"DF,MF",Tottenham,eng Premier League,25,1994,14.9,0,0.54,0.07,12.5,0.54,0.07,0,0,0.07,0,0,0.07,0.07,0.12,-0.07,-0.07,0.01,0.07,0.07
689,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,0,0.86,0.15,17.2,0.86,0.15,0,0,0.39,0,0,0.04,0.04,0.05,-0.04,-0.04,0.17,0.21,0.21
690,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,28,1991,38,0.13,0.79,0.37,46.7,0.79,0.37,0.17,0.36,0,0,0,0.07,0.07,0.09,0.06,0.06,0.03,0.1,0.1
691,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.07,0.07,0.07
692,Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,1998,14.5,0.28,1.31,0.41,31.6,1.31,0.41,0.21,0.67,0.21,0,0,0.13,0.13,0.1,0.14,0.14,0.08,0.22,0.22
693,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,5.8,0,2.24,0.52,23.1,2.25,0.52,0,0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,0.34,0.44,0.44
694,Federico Dimarco,it ITA,"DF,MF",Inter,it Serie A,21,1997,0.3,0,3.33,0,0,3.33,0,0,,0,0,0,0,0,0.04,0,0,0,0.14,0.14
695,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,28,1991,9.9,0,0.91,0.1,11.1,0.91,0.1,0,0,0,0,0,0.04,0.04,0.04,-0.04,-0.04,0.1,0.14,0.14
696,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,7.4,0.27,1.89,1.08,57.1,1.89,1.08,0.14,0.25,0.27,0,0,0.18,0.18,0.1,0.09,0.09,0.03,0.21,0.21
697,Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,0.1,0.49,0.2,40,0.49,0.2,0.2,0.5,0,0,0,0.05,0.05,0.1,0.05,0.05,0.03,0.08,0.08
698,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,1986,25,0.04,1.04,0.28,26.9,1.04,0.28,0.04,0.14,0,0,0,0.04,0.04,0.04,0,0,0.02,0.06,0.06
699,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,1.3,0,0.77,0.77,100,0.75,0.75,0,0,0,0,0,0.08,0.08,0.05,-0.08,-0.08,0.06,0.1,0.1
700,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27,0.04,0.56,0.07,13.3,0.56,0.07,0.07,0.5,0,0,0,0.09,0.09,0.15,-0.05,-0.05,0.02,0.1,0.1
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
701,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
702,Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34,0,0.15,0.03,20,0.15,0.03,0,0,0,0,0,0.01,0.01,0.04,-0.01,-0.01,0.01,0.02,0.02
703,Moussa Djenepo,ml MLI,"MF,DF",Southampton,eng Premier League,21,1998,10.3,0.19,1.94,0.68,35,1.94,0.68,0.1,0.29,0,0,0,0.24,0.24,0.13,-0.05,-0.05,0.12,0.37,0.37
704,Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,9.5,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.01,0.01,0.01
705,Alexander Djiku,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,24,1994,22.9,0.04,0.87,0.26,30,0.87,0.26,0.05,0.17,0,0,0,0.1,0.1,0.11,-0.06,-0.06,0.02,0.12,0.12
706,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,30.9,0.06,0.71,0.1,13.6,0.71,0.1,0.09,0.67,0,0,0,0.06,0.06,0.08,0.01,0.01,0.01,0.07,0.07
707,Naïs Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,0.3,0,3.33,0,0,3.1,0,0,,0,0,0,0.33,0.33,0.08,-0.33,-0.33,0.56,0.8,0.8
708,Marko Dmitrovi?,rs SRB,GK,Eibar,es La Liga,27,1992,35,0,0.03,0.03,100,0.03,0.03,0,0,0,0,0,0.01,0.01,0.42,-0.01,-0.01,0,0.01,0.01
709,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,27,1992,31.5,0.13,1.08,0.48,44.1,1.08,0.48,0.12,0.27,0,0,0,0.16,0.16,0.15,-0.03,-0.03,0.05,0.21,0.21
710,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,21,0.52,2,1.19,59.5,2,1.19,0.26,0.44,0,0,0,0.34,0.34,0.17,0.19,0.19,0.05,0.39,0.39
711,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,1.6,0,2.5,1.25,50,2.43,1.22,0,0,0,0,0,0.06,0.06,0.02,-0.06,-0.06,0.07,0.12,0.12
712,Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,14.7,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
713,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,7.8,0,1.28,0.13,10,1.29,0.13,0,0,0,0,0,0.06,0.06,0.05,-0.06,-0.06,0.11,0.18,0.18
714,Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,19.6,0.05,0.46,0.1,22.2,0.46,0.1,0.11,0.5,0,0,0,0.03,0.03,0.05,0.03,0.03,0.09,0.11,0.11
715,Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,28,1991,1.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
716,Anastasios Donis,gr GRE,"FW,MF",Reims,fr Ligue 1,22,1996,6.8,0,2.21,1.03,46.7,2.22,1.03,0,0,0,0,0,0.16,0.16,0.07,-0.16,-0.16,0.04,0.2,0.2
717,Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,18.7,0.37,2.03,0.7,34.2,2.03,0.69,0.13,0.38,0,0.11,0.11,0.36,0.28,0.14,0.02,-0.01,0.06,0.41,0.33
718,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,35.6,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
719,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,23.2,0.04,0.69,0.13,18.8,0.69,0.13,0.06,0.33,0,0,0,0.04,0.04,0.06,0,0,0,0.04,0.04
720,Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,31,1988,19.5,0.05,1.13,0.15,13.6,1.13,0.15,0.05,0.33,0.05,0,0,0.09,0.09,0.08,-0.04,-0.04,0.24,0.33,0.33
721,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,16.4,0.49,1.95,1.04,53.1,1.95,1.04,0.25,0.47,0,0,0,0.41,0.41,0.21,0.08,0.08,0.09,0.5,0.5
722,Abdoulaye Doucouré,fr FRA,MF,Watford,eng Premier League,26,1993,35.1,0.11,1.77,0.34,19.4,1.77,0.34,0.06,0.33,0,0,0,0.14,0.14,0.08,-0.03,-0.03,0.08,0.22,0.22
723,Mamadou Doucouré,fr FRA,MF,M'gladbach,de Bundesliga,21,1998,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
724,Moussa Doumbia,ml MLI,"FW,MF",Reims,fr Ligue 1,24,1994,19.1,0.1,2.15,0.42,19.5,2.15,0.42,0.02,0.13,0.16,0.05,0.05,0.15,0.11,0.05,-0.05,-0.06,0.1,0.25,0.21
725,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.07,0.07,0.07
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
726,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.06,0.06,0.06
727,Thomas Doyle,eng ENG,"MF,FW",Manchester City,eng Premier League,17,2001,0.2,0,5,5,100,5.63,5.63,0,0,0,0,0,0.5,0.5,0.08,-0.5,-0.5,0,0.46,0.46
728,Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,0.06,0.93,0.19,20,0.93,0.19,0.07,0.33,0,0,0,0.07,0.07,0.08,-0.01,-0.01,0.05,0.12,0.12
729,Aleksandar Dragovi?,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,0,0.18,0,0,0.17,0,0,,0,0,0,0.04,0.04,0.25,-0.04,-0.04,0.01,0.05,0.05
730,Bart?omiej Dr?gowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
731,Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,7.6,0,1.71,0.79,46.2,1.71,0.79,0,0,0,0,0,0.21,0.21,0.12,-0.21,-0.21,0.26,0.46,0.46
732,Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,29,1990,17.6,0.17,1.19,0.45,38.1,1.19,0.45,0.14,0.38,0,0,0,0.14,0.14,0.11,0.03,0.03,0.19,0.33,0.33
733,Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,0,0.69,0,0,0.69,0,0,,0,0,0,0.03,0.03,0.05,-0.03,-0.03,0.01,0.04,0.04
734,Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
735,Josip Drmi?,ch SUI,"FW,MF",Norwich City,eng Premier League,26,1992,7.2,0.14,1.81,0.69,38.5,1.81,0.7,0.08,0.2,0,0,0,0.36,0.36,0.24,-0.22,-0.22,0.06,0.42,0.42
736,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,0.09,0.29,0.12,40,0.29,0.12,0.3,0.75,0,0,0,0.03,0.03,0.12,0.05,0.05,0,0.04,0.04
737,Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,0,0.67,0,0,0.67,0,0,,0,0,0,0.07,0.07,0.12,-0.07,-0.07,0,0.08,0.08
738,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,0,0.74,0.19,25,0.74,0.19,0,0,0,0,0,0.04,0.04,0.04,-0.04,-0.04,0,0.03,0.03
739,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,0,0.68,0.27,40,0.68,0.27,0,0,0,0,0,0.04,0.04,0.06,-0.04,-0.04,0.03,0.08,0.08
740,Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
741,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15,0,0.33,0,0,0.33,0,0,,0,0,0,0.01,0.01,0.02,-0.01,-0.01,0.11,0.11,0.11
742,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
743,Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8,0,1.25,0.38,30,1.24,0.37,0,0,0.25,0,0,0.1,0.1,0.08,-0.1,-0.1,0.13,0.23,0.23
744,Ondrej Duda,sk SVK,"MF,FW",Hertha BSC,de Bundesliga,24,1994,5,0,1.4,1,71.4,1.41,1.01,0,0,0.4,0,0,0.1,0.1,0.08,-0.1,-0.1,0.09,0.2,0.2
745,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,0.07,0.43,0.07,16.7,0.44,0.07,0.17,1,0,0,0,0.11,0.11,0.24,-0.04,-0.04,0,0.11,0.11
746,Haris Duljevi?,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,1993,5.8,0,2.41,0.69,28.6,2.42,0.69,0,0,0,0,0,0.16,0.16,0.06,-0.16,-0.16,0.24,0.39,0.39
747,Paul Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,27,1991,13.6,0,0.07,0.07,100,0.07,0.07,0,0,0,0,0,0.01,0.01,0.05,-0.01,-0.01,0.01,0.01,0.01
748,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,9.9,0.1,1.52,0.51,33.3,1.52,0.51,0.07,0.2,0,0,0,0.07,0.07,0.05,0.03,0.03,0.06,0.13,0.13
749,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,0.11,1.6,0.32,20,1.6,0.32,0.07,0.33,0,0,0,0.14,0.14,0.09,-0.03,-0.03,0.1,0.24,0.24
750,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,0.08,0.84,0.28,33.3,0.84,0.28,0.1,0.3,0.14,0,0,0.12,0.12,0.14,-0.03,-0.03,0.03,0.15,0.15
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
751,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,27,1992,5.7,0,2.28,0.53,23.1,2.29,0.53,0,0,0,0,0,0.12,0.12,0.05,-0.12,-0.12,0.02,0.14,0.14
752,Riza Durmisi,dk DEN,DF,Nice,fr Ligue 1,25,1994,1.8,0,0.56,0.56,100,0.56,0.56,0,0,0.56,0,0,0,0,0.04,0,0,0,0.02,0.02
753,Hugo Duro,es ESP,"FW,MF",Getafe,es La Liga,19,1999,4.2,0.24,1.43,0.71,50,1.43,0.71,0.17,0.33,0,0,0,0.24,0.24,0.17,0,0,0.08,0.32,0.32
754,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,13.1,0,0.15,0.08,50,0.15,0.08,0,0,0,0,0,0.01,0.01,0.05,-0.01,-0.01,0.01,0.02,0.02
755,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,1993,23.9,0.46,4.18,1.46,35,4.18,1.46,0.1,0.29,0.42,0.04,0.04,0.37,0.34,0.08,0.09,0.08,0.27,0.64,0.61
756,Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,31.7,0.5,3.94,1.45,36.8,3.94,1.45,0.13,0.35,0,0,0,0.57,0.57,0.15,-0.06,-0.06,0.15,0.72,0.72
757,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,0.13,2.05,0.51,25,2.06,0.52,0.06,0.25,0,0,0,0.08,0.08,0.03,0.05,0.05,0.18,0.25,0.25
758,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28,0,0.61,0,0,0.61,0,0,,0,0,0,0.04,0.04,0.07,-0.04,-0.04,0,0.05,0.05
759,Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,1997,4.4,0.23,3.18,1.59,50,3.17,1.58,0.07,0.14,0.23,0,0,0.2,0.2,0.07,0.02,0.02,0.09,0.3,0.3
760,Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
761,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,35.4,0.06,0.79,0.14,17.9,0.79,0.14,0.07,0.4,0,0,0,0.06,0.06,0.08,-0.01,-0.01,0,0.07,0.07
762,Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,1998,5.7,0.18,2.63,1.05,40,2.65,1.06,0.07,0.17,0,0,0,0.16,0.16,0.06,0.02,0.02,0.11,0.27,0.27
763,Maximilian Eggestein,de GER,"MF,DF",Werder Bremen,de Bundesliga,22,1996,31.7,0.03,1.32,0.35,26.2,1.32,0.35,0.02,0.09,0,0,0,0.08,0.08,0.06,-0.05,-0.05,0.05,0.13,0.13
764,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,25.9,0.04,0.46,0.15,33.3,0.46,0.15,0.08,0.25,0,0,0,0.04,0.04,0.08,0,0,0.05,0.08,0.08
765,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,0,0.64,0.08,11.8,0.64,0.08,0,0,0,0,0,0.06,0.06,0.09,-0.06,-0.06,0.04,0.1,0.1
766,Harvey Elliot,eng ENG,DF,Liverpool,eng Premier League,16,2003,0.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
767,Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,12.6,0.08,1.83,0.63,34.8,1.83,0.63,0.04,0.13,0,0,0,0.15,0.15,0.08,-0.07,-0.07,0.07,0.21,0.21
768,Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
769,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,0.09,0.43,0.09,20,0.44,0.09,0.2,1,0,0,0,0.02,0.02,0.05,0.07,0.07,0.23,0.25,0.25
770,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,0,0.48,0.06,12.5,0.48,0.06,0,0,0,0,0,0.04,0.04,0.09,-0.04,-0.04,0.01,0.06,0.06
771,Nico Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,22,1996,29.1,0.03,0.27,0.03,12.5,0.28,0.03,0.13,1,0,0,0,0.02,0.02,0.08,0.01,0.01,0,0.03,0.03
772,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,0.08,0.25,0.13,50,0.25,0.13,0.33,0.67,0,0,0,0.03,0.03,0.11,0.06,0.06,0,0.03,0.03
773,Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,1992,15.2,0.13,2.43,0.92,37.8,2.43,0.92,0.03,0.07,0.79,0.07,0.07,0.18,0.14,0.06,-0.05,-0.07,0.12,0.31,0.26
774,Breel Embolo,ch SUI,"FW,MF",M'gladbach,de Bundesliga,22,1997,17.2,0.47,2.56,1.05,40.9,2.55,1.05,0.18,0.44,0,0,0.06,0.52,0.48,0.19,-0.06,-0.01,0.28,0.8,0.76
775,Emerson,br BRA,DF,Betis,es La Liga,20,1999,31.5,0.1,0.73,0.13,17.4,0.73,0.13,0.13,0.75,0,0,0,0.04,0.04,0.05,0.06,0.06,0.13,0.17,0.17
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
776,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,27,1991,3.2,0,1.25,0.31,25,1.23,0.31,0,0,0,0,0,0.28,0.28,0.22,-0.28,-0.28,0.01,0.28,0.28
777,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,0,0.21,0,0,0.21,0,0,,0,0,0,0,0,0.02,0,0,0,0.01,0.01
778,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,0.26,2.53,1.17,46.2,2.53,1.17,0.1,0.22,0,0,0,0.25,0.25,0.1,0.01,0.01,0.05,0.3,0.3
779,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,0.45,2.39,0.91,38.1,2.37,0.9,0.19,0.5,0,0,0,0.42,0.42,0.17,0.03,0.03,0.03,0.44,0.44
780,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,0.06,0.43,0.06,14.3,0.44,0.06,0.14,1,0,0,0,0.05,0.05,0.11,0.01,0.01,0.01,0.05,0.05
781,Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,20.7,0.05,1.45,0.29,20,1.45,0.29,0.03,0.17,0,0,0,0.13,0.13,0.09,-0.08,-0.08,0.07,0.19,0.19
782,Javier Eraso,es ESP,"MF,FW",Leganés,es La Liga,29,1990,9.1,0,1.1,0.44,40,1.1,0.44,0,0,0.11,0,0,0.05,0.05,0.05,-0.05,-0.05,0.07,0.13,0.13
783,Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,27,1992,12.2,0.16,2.13,0.74,34.6,2.13,0.74,0.08,0.22,0.57,0,0,0.16,0.16,0.07,0.01,0.01,0.16,0.32,0.32
784,Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,7.8,0.13,3.21,1.15,36,3.2,1.15,0.04,0.11,0.64,0,0,0.32,0.32,0.13,-0.19,-0.19,0.4,0.71,0.71
785,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,0,1.24,0.27,21.7,1.24,0.27,0,0,0,0,0,0.09,0.09,0.07,-0.09,-0.09,0.04,0.13,0.13
786,Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
787,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,0.12,0.93,0.7,75,0.93,0.7,0.13,0.17,0,0,0,0.09,0.09,0.1,0.02,0.02,0.06,0.15,0.15
788,Espeto,br BRA,"DF,MF",SPAL,it Serie A,22,1997,23.4,0.04,2.26,0.47,20.8,2.26,0.47,0.02,0.09,0,0,0,0.1,0.1,0.04,-0.06,-0.06,0.05,0.15,0.15
789,Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,0.12,0.88,0.32,36.4,0.88,0.32,0.14,0.38,0,0,0,0.07,0.07,0.08,0.05,0.05,0.02,0.09,0.09
790,Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,0.45,4.55,1.36,30,4.52,1.36,0,0,0.45,0.45,0.45,0.77,0.45,0.1,-0.32,-0.45,0.05,0.84,0.49
791,Esquerdo,es ESP,MF,Valencia,es La Liga,20,1999,0.2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
792,Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,29,1990,2.4,0,0.83,0.42,50,0.85,0.42,0,0,0,0,0,0.13,0.13,0.17,-0.13,-0.13,0.41,0.55,0.55
793,Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,0.03,0.54,0.09,16.7,0.54,0.09,0.06,0.33,0.03,0,0,0.04,0.04,0.07,-0.01,-0.01,0.11,0.15,0.15
794,Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,0.16,1.41,0.47,33.3,1.42,0.47,0.11,0.33,0,0,0,0.09,0.09,0.06,0.06,0.06,0.04,0.13,0.13
795,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,0,1.14,0.45,40,1.14,0.46,0,0,0,0,0,0.02,0.02,0.02,-0.02,-0.02,0.11,0.13,0.13
796,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,0,0.43,0.12,28.6,0.44,0.12,0,0,0,0,0,0.02,0.02,0.05,-0.02,-0.02,0,0.02,0.02
797,Antony Evans,eng ENG,"MF,DF",Paderborn 07,de Bundesliga,20,1998,1.7,0,1.18,0.59,50,1.15,0.58,0,0,0,0,0,0.06,0.06,0.03,-0.06,-0.06,0.34,0.37,0.37
798,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,0.03,0.64,0.27,41.7,0.64,0.27,0.04,0.1,0,0,0,0.07,0.07,0.11,-0.04,-0.04,0.01,0.08,0.08
799,Edu Expósito,es ESP,MF,Eibar,es La Liga,22,1996,25.7,0.16,1.28,0.62,48.5,1.28,0.62,0.09,0.19,0,0.04,0.08,0.11,0.04,0.03,0.05,0.07,0.05,0.16,0.09
