Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1823,Álvaro Odriozola,es ESP,DF,Bayern Munich,de Bundesliga,23,1995,1.7,74.7,1.18,10.6,34.1,37.1,2.35,67.1,1.76,3.53,50,1.76,1,58.2,424.7,248.8,68.2,99,85.3,3.53,1.76,Matches
1824,Álvaro Odriozola,es ESP,DF,Real Madrid,es La Liga,23,1995,3.8,55.8,2.89,16.6,26.1,18.2,2.11,44.7,2.37,3.42,69.2,2.63,0,35,291.8,152.6,37.4,128,90.1,0.79,1.32,Matches
1825,Kelvin Ofori,gh GHA,"MF,FW",Düsseldorf,de Bundesliga,18,2001,0.4,77.5,0,2.5,25,62.5,2.5,77.5,0,10,0,0,0,70,642.5,240,75,26,86.7,5,2.5,Matches
1826,Angelo Ogbonna,it ITA,DF,West Ham,eng Premier League,31,1988,31,41.2,7.87,22.8,18.8,1.65,0.94,40.6,0.06,0.1,66.7,0.06,0,20.5,134.5,51.7,20.8,620,96,0.19,0.06,Matches
1827,Stefano Okaka,it ITA,FW,Udinese,it Serie A,29,1989,26.8,37.8,1.23,3.4,21,16.1,5.04,36.7,1.64,2.76,59.5,1.79,1,27.8,197.2,101.6,48,780,60.7,2.72,2.84,Matches
1828,Kwasi Okyere Wriedt,gh GHA,FW,Bayern Munich,de Bundesliga,25,1994,0.2,25,0,0,5,20,0,25,5,5,100,5,0,15,120,10,45,5,55.6,0,0,Matches
1829,Lucas Olaza,uy URU,DF,Celta Vigo,es La Liga,25,1994,34.9,66,3.15,21.5,32.6,15.6,0.57,55,0.43,0.74,57.7,0.46,1,39.5,178,101.7,41.9,1375,94.1,0.54,0.49,Matches
1830,Oier Olazábal,es ESP,GK,Espanyol,es La Liga,29,1989,2,32,31,32,0,0,0,25,0,0,,0,0,18.5,106.5,47.5,16,31,96.9,0,0,Matches
1831,Christian Oliva,uy URU,MF,Cagliari,it Serie A,23,1996,5.2,56.2,4.23,18.7,33.8,6.73,0.38,54.4,0.19,0.38,50,0.19,0,36.3,194.4,96.9,35.2,171,93.4,0.96,0.77,Matches
1832,Kiko Olivas,es ESP,DF,Valladolid,es La Liga,30,1988,32.7,47.6,6.88,25.8,23.7,1.13,0.55,45.7,0.37,0.37,100,0.37,0,28.6,194.3,98.1,28.5,911,97.6,0.24,0.46,Matches
1833,Cauly Oliveira Souza,br BRA,"MF,FW",Paderborn 07,de Bundesliga,23,1995,8,45.6,0.63,6.25,20.8,23,2.5,39,2.38,3.75,63.3,2.75,2,31.8,209,114.6,37.6,222,73.8,2.88,3.38,Matches
1834,Paulo Oliveira,pt POR,DF,Eibar,es La Liga,27,1992,23.2,45.2,5.86,21,25.1,1.42,0.65,44.1,0.13,0.13,100,0.13,0,20.2,121.3,49.3,21.6,491,98.2,0.04,0.17,Matches
1835,Mathías Olivera,uy URU,DF,Getafe,es La Liga,21,1997,20.8,56.3,2.36,13.8,28.3,16.6,1.59,43.8,0.96,1.59,60.6,1.06,0,20.2,132.6,83.4,23.6,397,81,0.96,1.01,Matches
1836,Maximiliano Olivera,uy URU,DF,Fiorentina,it Serie A,27,1992,0.1,70,10,10,30,30,0,70,0,0,,0,0,30,140,20,30,3,100,0,0,Matches
1837,Marco Olivieri,it ITA,FW,Juventus,it Serie A,20,1999,0.3,73.3,0,6.67,16.7,50,16.7,66.7,3.33,3.33,100,3.33,0,60,386.7,203.3,70,19,90.5,6.67,6.67,Matches
1838,Dani Olmo,es ESP,"MF,FW",RB Leipzig,de Bundesliga,21,1998,8.3,58.9,0.84,6.02,28.8,26.6,3.98,57.1,1.08,2.53,42.9,1.33,0,42.7,183.6,99.5,54.7,361,79.5,1.81,1.93,Matches
1839,Robin Olsen,se SWE,GK,Cagliari,it Serie A,29,1990,16.9,33,30.7,33,0,0,0,20.2,0,0,,0,0,12.2,55.4,32.8,10.3,174,100,0,0,Matches
1840,Kenneth Omeruo,ng NGA,DF,Leganés,es La Liga,25,1993,20.8,42.5,6.44,24,18.8,0.96,0.53,41.7,0.14,0.14,100,0.14,0,17.9,74.2,27.8,16.9,343,97.7,0.1,0.24,Matches
1841,Jean Onana,cm CMR,MF,Lille,fr Ligue 1,19,2000,0.9,61.1,1.11,11.1,48.9,3.33,0,60,0,0,,0,0,45.6,253.3,148.9,50,44,97.8,0,1.11,Matches
1842,Karim Onisiwo,at AUT,FW,Mainz 05,de Bundesliga,27,1992,19.2,34.4,0.99,3.96,14.4,19.1,5.52,33.4,2.92,4.27,68.3,3.07,1,25.1,193.9,118.6,42.1,447,55.3,3.96,2.66,Matches
1843,Javier Ontiveros,es ESP,"FW,MF",Villarreal,es La Liga,21,1997,9.9,68.7,1.41,10.5,35.8,29.1,4.55,65.6,2.93,5.86,50,3.03,1,51.6,422.6,270.1,57.4,491,86.4,2.32,2.83,Matches
1844,Henry Onyekuru,ng NGA,"FW,MF",Monaco,fr Ligue 1,22,1997,1.8,38.3,0.56,4.44,16.7,20,5.56,36.7,2.78,5.56,50,2.78,0,35,261.7,131.1,45.6,55,67.1,2.22,3.33,Matches
1845,Nicholas Opoku,gh GHA,DF,Udinese,it Serie A,21,1997,5.3,,,,,,,,,,,,,,,,,,,,,Matches
1846,Nicholas Opoku,gh GHA,DF,Amiens,fr Ligue 1,21,1997,7,,,,,,,,,,,,,,,,,,,,,Matches
1847,Willi Orban,hu HUN,DF,RB Leipzig,de Bundesliga,26,1992,9.5,75.3,10.1,40.5,35.5,2.63,0.74,72.3,0.32,0.42,75,0.42,0,44.6,234.9,135.7,48.8,442,95.3,0.42,0.21,Matches
1848,Fabián Orellana,cl CHI,"MF,FW",Eibar,es La Liga,33,1986,26.6,55.8,0.08,3.8,24,32.7,4.17,51.3,2.63,5.08,51.9,2.86,5,42.4,292.5,173.9,52.4,1083,77.7,3.16,3.91,Matches
1849,Divock Origi,be BEL,FW,Liverpool,eng Premier League,24,1995,8,42.8,0.75,3.25,17.8,25.3,5.63,42.5,1.38,3.25,42.3,1.63,1,31.9,232.9,145.8,48.4,256,66.1,2.63,3,Matches
